user,lemak,protein,karbohidrat,gula,class
0,6.11,11.26,69.45,11.91,2
1,6.3,16.0,67.0,1.0,1
0,7.46,10.16,71.57,17.66,2
2,5.64,10.29,72.17,17.78,2
1,3.9,6.4,83.0,18.2,2
0,3.4,7.7,82.8,22.2,1
3,3.4,7.8,83.3,22.1,2
2,8.19,22.1,62.59,18.6,3
1,2.59,4.8,85.19,10.8,1
3,11.1,7.0,76.1,35.7,3
1,2.3,7.8,82.4,3.7,1
2,5.4,7.0,82.0,21.9,2
1,5.46,11.91,75.27,12.25,2
2,3.7,7.41,84.0,18.52,2
3,11.2,7.1,75.9,36.3,3
1,3.5,5.1,85.1,38.1,2
3,2.8,4.3,89.6,51.1,2
1,7.8,5.9,83.0,33.9,2
2,4.9,6.7,83.3,24.0,2
1,1.3,10.7,76.2,14.6,2
1,5.0,7.1,82.8,20.4,2
3,6.09,6.3,83.2,28.1,2
0,6.8,7.9,79.5,22.1,1
3,2.9,3.29,84.0,17.29,2
3,5.4,9.1,79.5,29.1,2
0,5.69,6.5,82.0,20.89,1
3,3.67,3.5,88.18,55.45,2
0,1.92,8.81,79.4,18.44,1
3,4.17,6.78,84.94,21.62,2
1,4.88,7.8,77.26,20.26,2
3,4.51,8.59,79.62,29.97,2
3,1.8,8.8,82.1,17.8,2
1,6.45,4.69,82.8,26.0,2
3,10.1,5.19,78.59,29.2,3
2,4.73,9.25,76.67,30.28,2
1,8.5,5.69,81.59,31.0,2
2,6.19,6.8,82.0,32.5,2
3,1.89,9.39,83.0,13.19,2
3,3.29,8.3,83.09,24.79,2
2,5.61,7.63,80.1,21.53,2
2,6.2,16.37,64.25,1.25,2
2,6.16,16.5,64.42,1.29,2
3,4.8,8.79,75.67,14.7,2
3,9.8,9.81,69.47,18.71,2
2,10.36,8.18,70.53,29.36,2
1,4.4,11.31,72.58,20.43,2
0,9.84,10.1,68.61,24.85,2
1,11.02,12.02,66.73,26.34,2
3,6.28,16.5,64.21,1.27,2
2,1.7,9.19,83.4,20.2,2
1,2.9,7.4,81.19,31.29,1
2,0.8,8.69,79.9,23.39,2
2,10.89,7.3,76.4,31.7,2
2,2.5,7.3,82.69,31.29,2
2,1.29,7.59,86.59,20.7,2
0,10.39,14.1,61.9,23.79,2
2,8.39,15.0,63.29,22.39,2
1,9.89,15.39,62.09,22.0,2
2,2.59,21.5,70.09,17.79,2
0,4.09,8.6,84.0,18.5,1
2,5.09,7.59,81.5,27.5,2
3,1.6,9.1,82.1,17.2,2
2,1.83,8.18,80.91,20.29,2
2,2.5,6.09,86.5,19.1,2
0,2.59,22.29,69.8,30.29,2
2,1.5,6.9,84.19,30.29,2
0,0.3,0.4,7.69,0.0,0
0,0.3,0.4,4.8,4.5,0
1,0.17,0.26,13.81,10.39,1
3,0.13,0.27,12.76,10.1,1
0,0.36,0.26,13.64,11.01,0
2,0.42,0.28,14.41,11.61,1
0,0.49,0.18,16.7,15.0,0
2,0.43,0.18,16.84,14.84,1
0,0.58,1.32,93.53,81.13,1
1,0.12,0.28,19.91,0.0,0
1,0.32,0.93,65.89,57.19,1
2,0.07,0.22,15.32,13.32,1
0,0.07,0.2,20.73,0.0,0
2,0.32,0.28,12.31,10.1,1
0,0.33,0.29,12.0,0.0,0
0,0.13,0.1,11.3,9.62,0
3,0.37,0.51,41.0,38.83,2
3,0.1,0.14,11.54,10.93,1
2,0.1,0.17,11.27,9.39,1
1,0.17,0.16,17.49,14.67,1
0,0.39,1.4,11.12,9.24,0
0,0.16,0.71,6.39,4.79,0
2,0.03,0.69,5.48,0.0,0
3,0.04,0.63,12.34,10.74,1
3,0.1,0.6,12.5,0.0,0
3,0.05,0.53,16.49,14.89,1
3,0.08,0.53,21.47,19.87,1
3,0.09,0.51,21.45,0.0,0
0,0.04,0.55,24.85,0.0,0
1,0.62,4.9,82.89,0.0,0
2,0.24,1.93,32.62,0.0,0
0,0.51,3.39,62.64,53.44,1
2,0.18,1.2,22.15,19.57,1
2,0.15,1.17,29.26,0.0,0
0,0.1,0.7,25.1,0.0,0
0,0.09,0.37,14.39,13.79,0
1,14.66,2.0,8.53,0.66,0
1,15.41,1.96,8.64,0.3,0
2,10.06,2.23,7.82,2.42,1
0,0.33,1.09,22.84,12.23,0
1,1.81,3.89,88.28,47.3,1
3,0.49,1.39,9.61,4.88,1
3,0.6,0.3,7.8,7.7,1
2,0.73,1.25,80.45,67.15,2
2,0.14,1.31,23.1,19.7,1
0,0.43,1.18,15.67,10.67,0
1,0.33,0.74,14.49,9.96,0
0,0.33,0.65,22.06,20.46,0
0,0.16,0.0,13.85,0.0,0
3,0.64,0.42,12.17,8.45,1
3,0.13,0.4,21.95,19.72,1
2,0.12,0.99,22.31,0.0,0
2,0.26,1.1,12.19,6.89,1
3,0.23,1.07,27.12,11.0,2
1,0.33,1.04,6.73,3.98,0
1,1.3,0.5,13.63,0.0,0
0,0.68,1.57,17.71,12.87,0
0,0.3,1.0,12.18,8.49,0
2,0.1,0.77,8.94,7.6,1
3,0.1,0.74,19.3,0.0,0
3,0.1,0.73,23.27,22.17,1
0,0.09,0.71,29.23,0.0,0
0,0.44,0.92,11.02,9.02,0
1,0.2,1.06,16.01,12.82,1
1,0.13,0.77,11.76,10.26,1
0,0.02,0.91,13.81,12.31,0
3,0.15,0.61,17.29,15.79,1
1,0.15,0.6,21.27,16.18,1
2,0.15,0.59,26.23,0.0,0
3,0.13,1.15,22.36,20.26,1
0,0.3,0.4,19.95,0.0,0
3,0.13,0.46,11.97,4.27,1
3,1.09,0.17,82.8,72.56,2
0,0.15,0.9,40.4,31.75,1
3,0.1,0.3,46.2,0.0,1
0,0.41,1.4,15.38,0.0,0
2,0.2,1.4,13.8,7.37,1
3,0.27,4.08,74.08,67.28,2
0,0.6,1.7,25.2,0.0,0
0,0.39,2.45,75.03,63.35,1
0,0.5,0.66,18.4,0.0,0
0,0.3,0.75,19.18,16.26,0
2,0.1,0.4,13.99,11.79,1
1,0.1,0.39,17.95,16.15,1
2,0.1,0.38,22.9,20.7,1
1,0.1,0.38,27.86,0.0,0
0,0.93,3.3,63.87,47.92,1
1,0.4,1.42,27.57,23.35,1
3,0.05,0.42,8.51,7.51,1
3,0.01,0.46,11.86,10.86,1
2,0.07,0.4,11.63,0.0,0
3,0.07,0.4,14.93,13.93,1
3,0.07,0.39,18.91,17.91,1
1,0.07,0.39,22.89,0.0,0
2,0.07,0.35,7.87,0.0,0
1,0.03,0.51,13.05,0.0,0
3,0.07,0.34,15.14,0.0,0
1,0.07,0.34,19.11,18.11,1
1,0.06,0.33,22.77,0.0,0
0,0.58,0.88,10.18,0.0,0
1,0.2,0.65,18.75,0.0,0
3,0.39,14.26,77.06,45.61,2
2,0.1,0.63,8.08,6.98,1
1,0.14,0.77,10.66,6.89,0
0,0.1,0.5,9.69,0.0,0
2,0.1,0.55,7.5,0.0,0
0,0.1,0.69,8.41,7.31,0
2,0.1,0.88,9.09,0.0,0
1,0.1,0.63,8.19,0.0,0
1,0.1,0.58,9.15,8.75,0
2,0.09,0.7,9.21,8.8,1
0,0.1,0.56,15.44,15.04,0
0,0.1,0.58,7.93,7.2,0
0,0.09,0.58,11.13,11.03,0
1,0.48,1.97,34.56,34.16,1
1,0.13,0.55,9.73,9.63,0
3,0.1,0.5,8.69,8.33,1
3,0.1,0.5,9.2,9.1,1
2,0.47,0.81,13.93,0.0,0
1,0.13,0.37,14.77,14.2,1
1,0.35,0.63,17.15,16.25,1
3,0.16,0.72,18.1,15.48,1
1,0.11,0.5,10.3,9.7,0
0,0.1,0.48,19.65,19.05,0
3,0.13,0.37,14.77,14.2,1
0,0.7,1.9,11.2,0.0,0
0,0.95,2.55,14.32,8.92,0
0,0.6,0.58,17.36,0.0,0
3,0.14,0.32,9.48,5.88,1
0,0.64,1.72,23.25,19.08,0
0,0.23,0.72,15.56,0.0,0
0,0.2,1.2,20.23,0.0,0
1,0.5,4.72,72.52,0.0,0
3,0.52,1.14,14.66,8.99,1
0,0.86,1.88,15.9,9.36,0
3,0.3,1.1,9.32,2.5,1
1,0.24,0.35,6.9,2.52,0
1,0.07,0.45,5.62,1.53,0
0,0.32,0.46,6.5,2.4,0
3,0.3,1.5,16.0,4.17,1
0,0.2,0.7,10.54,1.69,0
3,0.07,0.42,8.42,1.69,1
2,0.23,0.25,6.69,1.37,0
0,2.5,2.5,80.0,67.5,1
3,0.44,0.83,16.53,15.23,1
3,1.2,3.8,70.7,66.1,2
3,0.31,1.52,13.02,7.7,1
0,0.1,1.31,15.14,0.0,0
3,0.4,4.9,74.0,0.0,1
1,0.2,0.43,12.14,0.0,0
1,0.5,0.5,12.5,0.0,0
0,0.38,0.82,14.98,13.66,0
0,0.58,0.41,17.91,0.0,0
0,1.18,2.45,78.58,66.27,1
1,0.19,0.84,8.16,7.86,0
1,0.1,1.11,6.58,5.69,0
3,0.14,0.54,9.09,8.12,1
2,0.25,0.84,7.94,0.0,0
2,0.39,1.44,9.8,8.1,1
0,0.32,1.06,10.55,7.89,0
3,0.22,0.38,6.84,0.0,0
0,10.68,0.84,6.26,0.0,0
1,6.87,0.97,5.61,0.0,0
3,15.32,1.03,3.84,0.54,1
3,0.12,0.94,11.75,9.35,1
3,0.3,1.04,11.89,0.0,0
0,0.15,0.91,12.54,8.5,0
3,0.21,0.7,11.54,9.14,1
3,0.3,1.3,15.5,0.0,0
2,0.2,0.7,10.4,8.4,1
2,0.15,0.68,11.01,8.76,1
3,0.12,0.68,11.54,8.31,1
1,0.12,0.68,11.27,8.31,0
2,0.12,0.68,11.27,8.31,1
1,0.06,0.6,8.47,7.42,0
1,0.25,2.4,33.86,29.68,1
3,0.25,2.4,35.19,29.68,2
0,0.06,0.6,8.8,7.42,0
3,0.2,1.5,25.0,0.0,1
3,0.1,0.6,10.28,10.18,1
0,0.31,0.81,13.34,10.58,0
1,0.03,0.62,9.57,8.87,0
1,0.1,0.45,16.19,15.49,1
0,0.2,0.5,10.1,9.9,0
3,0.2,0.5,12.0,11.8,1
2,0.26,0.47,10.82,7.82,1
1,0.55,0.14,55.83,52.2,1
2,0.15,0.17,14.51,13.91,1
2,0.7,2.2,23.38,11.2,1
1,0.05,0.39,13.6,13.4,1
2,0.18,0.67,14.45,14.25,1
3,0.25,0.91,9.54,8.39,1
3,0.06,0.44,6.11,4.81,1
1,0.03,0.63,11.57,10.27,1
0,0.1,0.4,11.1,0.0,0
2,0.03,0.45,14.55,13.25,1
2,0.1,0.45,19.94,18.64,1
0,0.03,0.47,26.06,0.0,0
2,0.1,0.41,20.08,18.78,1
3,1.03,4.89,83.18,0.0,1
3,0.42,2.01,34.14,0.0,1
2,0.76,3.61,61.33,41.74,2
0,0.25,1.16,19.69,16.99,0
0,0.22,1.06,26.6,0.0,0
0,0.13,0.63,23.98,22.18,0
0,0.02,0.27,13.92,13.32,0
1,0.14,0.36,15.23,9.75,0
1,0.03,0.19,7.81,6.1,0
3,0.07,0.34,12.94,9.7,1
3,0.1,0.3,12.2,0.0,0
1,0.03,0.19,15.17,12.1,1
0,0.13,0.2,19.17,15.2,0
1,0.13,0.19,25.25,0.0,0
2,0.63,1.87,69.7,62.2,2
0,0.31,0.91,33.81,27.41,1
1,0.29,0.86,37.14,0.0,0
1,0.01,0.11,15.76,15.16,1
1,0.19,0.58,18.59,12.53,1
1,0.59,1.38,73.43,0.0,0
2,0.4,0.8,33.5,0.0,0
0,0.12,0.54,13.12,9.85,0
0,0.09,0.43,8.3,7.5,0
3,0.08,0.42,15.7,14.45,1
1,0.12,0.36,13.45,12.65,1
1,0.11,0.35,20.2,16.9,1
2,0.11,0.34,21.5,0.0,0
1,0.1,0.4,22.2,21.1,1
3,0.12,0.36,12.87,9.98,1
2,0.1,1.3,44.3,43.6,1
0,0.03,0.4,12.67,12.47,0
3,0.4,0.8,7.49,0.0,0
3,0.37,1.3,31.89,15.0,2
2,0.18,0.79,31.15,14.0,1
0,0.28,0.7,11.42,9.92,0
3,0.01,0.39,11.03,10.1,1
0,0.02,0.51,15.15,14.22,0
0,0.1,0.37,16.28,15.35,0
1,0.1,0.36,23.24,22.31,1
1,0.1,0.36,26.31,0.0,0
3,1.17,1.67,18.7,13.67,1
0,0.51,0.73,9.57,0.0,0
2,0.2,0.87,27.8,0.0,0
0,0.73,3.7,89.07,0.0,0
3,0.24,1.23,29.7,0.0,1
3,0.38,2.18,63.88,38.13,2
1,0.16,0.96,28.08,24.98,1
3,0.22,1.09,32.88,0.0,1
3,0.03,0.61,17.45,16.45,1
1,0.04,0.76,9.62,0.0,0
2,0.1,0.4,15.3,0.0,0
2,0.46,3.39,79.52,59.19,2
1,0.46,3.07,79.18,59.19,1
2,0.54,2.52,78.47,0.0,1
0,0.21,0.65,20.87,0.0,0
1,0.65,1.2,11.94,4.42,0
0,0.12,0.83,23.36,20.06,0
0,0.16,0.7,26.16,21.76,1
3,0.2,0.9,4.54,1.1,1
0,0.11,0.55,5.1,1.1,0
1,0.05,0.39,31.2,28.7,1
1,0.64,0.96,11.31,0.0,0
3,0.3,0.6,5.7,0.0,0
0,1.1,0.44,19.96,0.0,0
1,0.46,1.45,32.1,20.14,1
1,0.3,1.0,16.84,13.54,1
2,0.3,0.67,7.68,4.89,0
2,0.26,0.56,23.53,21.83,1
0,0.11,0.43,9.13,4.56,0
0,0.14,0.52,21.0,18.61,0
0,0.13,0.53,25.92,24.01,1
1,0.29,2.06,23.64,0.0,0
2,0.6,2.8,62.5,38.8,2
0,0.1,0.41,22.36,0.0,0
3,0.15,0.61,7.55,6.2,1
0,0.21,0.22,41.97,38.77,1
1,0.42,0.71,15.21,8.2,0
2,0.23,0.5,10.65,7.05,1
2,0.1,0.47,18.8,17.14,1
2,0.4,1.04,22.66,17.45,1
3,0.34,0.56,28.32,19.28,2
3,0.11,0.51,15.56,14.26,1
0,0.11,0.64,21.31,18.65,0
2,0.21,0.69,10.45,6.99,1
1,0.21,0.73,21.07,16.18,1
2,0.18,0.52,18.43,14.66,1
1,0.18,0.24,19.08,16.42,1
0,0.14,0.44,23.12,21.58,0
0,0.04,0.75,9.41,8.25,0
3,0.13,0.1,11.3,9.62,1
1,0.1,0.17,11.27,9.39,0
3,0.18,0.18,19.91,0.0,0
0,0.09,0.37,14.39,13.24,0
1,0.1,0.5,9.2,0.0,0
3,0.02,0.27,13.92,12.35,1
2,0.01,0.11,15.76,15.16,1
0,0.12,0.36,12.87,9.98,0
0,0.37,0.51,41.0,38.83,1
3,0.1,0.14,11.54,0.0,0
2,0.16,0.39,15.01,9.69,1
1,0.14,0.33,14.94,9.54,0
2,0.09,0.36,16.1,10.23,1
0,0.1,0.44,15.79,9.73,0
0,0.1,0.58,7.93,7.5,0
2,0.14,0.36,23.94,0.0,0
3,0.15,1.81,74.97,66.47,2
3,5.33,1.47,27.09,0.0,1
3,0.2,2.1,65.1,39.0,2
2,0.07,0.34,82.74,80.68,2
0,0.1,1.5,17.6,8.55,0
0,2.0,2.3,23.9,14.1,0
0,0.13,0.55,11.82,8.29,0
3,0.11,0.53,13.5,10.32,1
2,0.1,0.46,14.65,11.25,1
1,0.08,0.41,14.3,11.46,1
0,0.15,0.85,12.02,9.18,0
2,0.17,0.11,14.93,13.07,1
2,0.06,0.09,16.25,12.95,1
2,0.06,0.11,13.12,12.45,1
2,0.12,0.09,14.73,12.7,1
1,0.15,0.56,15.65,10.61,1
1,0.19,0.34,12.91,8.27,0
3,0.15,0.28,16.21,11.22,1
2,0.29,0.15,13.13,12.65,1
1,0.12,0.16,12.46,10.92,1
1,0.12,0.17,12.96,9.95,0
0,11.81,1.5,49.17,3.63,1
1,7.51,1.42,40.77,21.76,1
2,1.28,0.56,22.79,15.66,1
1,1.16,0.66,16.97,8.31,0
0,0.22,0.44,5.9,3.74,0
3,1.26,1.78,7.56,0.0,0
2,0.08,0.41,12.2,10.57,1
1,0.2,0.27,14.06,10.48,1
2,0.15,0.28,13.6,10.04,1
0,0.19,0.44,13.61,9.59,0
3,0.12,0.25,13.68,10.37,1
1,0.18,0.2,15.22,11.68,1
0,0.12,0.68,11.54,8.31,0
0,0.0,0.42,15.0,12.5,0
3,0.26,0.6,12.53,11.15,1
0,0.14,0.36,12.18,9.98,0
3,0.0,0.42,16.67,12.08,1
3,0.13,0.37,14.77,14.2,1
1,0.36,0.63,11.51,10.16,1
0,0.02,0.63,10.9,9.3,0
3,0.33,0.63,13.04,11.46,1
3,0.3,0.44,12.37,10.33,1
2,0.17,0.12,11.49,9.47,1
0,0.65,1.2,11.94,4.42,0
2,0.07,0.3,13.3,10.15,1
3,0.28,1.02,15.79,12.3,1
2,0.12,0.27,10.91,9.8,1
1,0.07,0.4,5.37,1.42,0
2,0.07,0.47,5.66,1.59,0
2,0.05,0.75,40.4,31.3,1
1,0.04,1.05,40.61,32.2,1
2,0.1,0.5,10.53,10.3,1
2,0.32,0.5,11.05,9.9,1
3,0.27,0.48,11.66,10.05,1
1,60.42,10.06,0.32,0.0,1
2,35.07,13.91,0.0,0.0,1
0,4.86,21.2,0.0,0.0,0
0,14.79,18.22,0.0,0.0,0
2,88.69,2.92,0.0,0.0,1
3,53.01,9.34,0.0,0.0,1
0,65.7,9.25,0.0,0.0,0
3,66.1,7.06,0.0,0.0,1
3,18.87,17.43,0.0,0.0,1
0,17.61,26.83,0.0,0.0,1
0,5.41,20.48,0.0,0.0,0
1,9.44,29.41,0.0,0.0,1
0,10.63,20.27,0.0,0.0,1
3,10.32,27.03,0.0,0.0,2
3,2.93,21.81,0.0,0.0,1
1,4.62,28.86,0.0,0.0,1
3,11.96,19.87,0.0,0.0,1
1,13.42,25.96,0.0,0.0,1
1,2.95,21.66,0.0,0.0,0
1,5.83,28.69,0.0,0.0,1
0,12.58,19.74,0.0,0.0,0
2,13.62,27.23,0.0,0.0,1
2,13.92,27.32,0.0,0.0,1
1,14.65,27.09,0.0,0.0,1
3,5.66,21.43,0.0,0.0,1
0,9.12,28.57,0.0,0.0,0
1,9.8,28.57,0.0,0.0,1
1,9.63,28.62,0.0,0.0,1
2,12.27,19.56,0.0,0.0,1
0,15.71,26.54,0.0,0.0,1
2,14.35,23.72,0.0,0.0,1
3,16.71,24.29,0.0,0.0,2
2,5.84,21.22,0.0,0.0,1
0,11.29,28.02,0.0,0.0,1
0,9.56,24.99,0.0,0.0,0
0,11.89,25.7,0.0,0.0,1
3,9.03,20.71,0.0,0.0,1
2,13.51,28.21,0.0,0.0,1
1,11.06,25.61,0.0,0.0,1
3,12.8,27.01,0.0,0.0,2
2,3.71,21.99,0.0,0.0,1
2,7.86,30.2,0.0,0.0,1
3,7.29,26.76,0.0,0.0,1
0,7.95,28.58,0.0,0.0,0
3,11.04,20.28,0.0,0.0,2
3,16.28,26.66,0.0,0.0,2
3,13.04,24.42,0.0,0.0,2
3,14.68,26.99,0.0,0.0,2
0,4.8,21.79,0.0,0.0,0
2,9.32,29.03,0.0,0.0,1
3,8.36,25.79,0.0,0.0,1
0,9.21,28.82,0.0,0.0,0
3,8.96,20.48,0.0,0.0,1
3,12.31,28.81,0.0,0.0,2
0,11.82,26.96,0.0,0.0,1
3,12.87,26.64,0.0,0.0,2
2,4.02,21.65,0.0,0.0,1
2,6.9,31.0,0.0,0.0,1
0,5.45,29.29,0.0,0.0,0
2,9.44,27.78,0.0,0.0,1
3,2.17,20.95,0.0,0.0,1
1,3.51,26.17,0.0,0.0,1
1,6.94,21.55,0.0,0.0,1
0,8.31,29.2,0.0,0.0,0
0,9.14,26.62,0.0,0.0,0
0,8.82,26.45,0.0,0.0,0
0,3.42,22.41,0.0,0.0,0
1,4.34,30.54,0.0,0.0,1
3,6.08,27.58,0.0,0.0,1
0,6.28,27.23,0.0,0.0,0
0,17.99,17.18,0.0,0.0,0
3,21.39,23.28,0.0,0.0,2
2,7.14,19.55,0.0,0.0,1
2,13.54,25.33,0.0,0.0,1
1,12.51,18.71,0.0,0.0,1
0,14.33,24.88,0.0,0.0,1
1,24.01,23.47,0.0,0.0,1
1,3.77,20.26,0.0,0.0,1
1,8.87,26.76,0.0,0.0,1
3,12.62,26.68,0.0,0.0,2
0,12.36,17.42,0.0,0.0,0
2,17.69,25.07,0.0,0.0,1
3,16.61,25.58,0.0,0.0,2
0,18.86,23.11,0.0,0.0,1
3,5.71,18.73,0.0,0.0,1
0,13.2,26.57,0.0,0.0,1
2,12.54,26.74,0.0,0.0,1
1,14.3,24.21,0.0,0.0,1
3,23.4,15.47,0.0,0.0,1
0,30.3,29.06,0.0,0.0,1
0,9.21,27.51,0.0,0.0,0
3,3.09,23.75,0.0,0.0,1
1,9.21,10.28,0.0,0.0,0
3,9.51,12.14,0.0,0.0,1
2,16.61,7.64,0.0,0.0,1
3,20.32,12.49,0.0,0.0,1
3,15.1,22.45,0.6,0.0,2
3,10.8,15.95,0.2,0.0,1
0,12.59,23.16,0.0,0.0,1
3,4.36,17.27,1.33,0.0,1
0,5.05,23.6,0.4,0.0,0
0,69.61,6.38,0.0,0.0,0
1,3.25,16.46,0.0,0.0,0
2,4.7,25.4,0.0,0.0,1
1,94.16,1.76,0.0,0.0,0
0,3.65,21.39,2.47,0.0,0
2,4.4,26.02,3.76,0.0,1
1,2.72,14.08,0.0,0.0,0
0,3.1,16.6,0.0,0.0,0
3,26.54,15.03,0.0,0.0,1
1,13.24,18.56,0.0,0.0,1
0,10.8,28.5,0.0,0.0,1
2,2.59,17.86,0.0,0.0,0
0,3.2,28.2,0.0,0.0,0
1,10.14,16.85,0.0,0.0,1
2,12.14,26.38,0.0,0.0,1
3,17.2,16.3,0.0,0.0,1
1,18.6,24.1,0.0,0.0,1
0,39.69,12.62,1.28,1.0,1
1,37.16,11.74,0.7,0.0,1
2,2.62,20.31,1.34,0.9,1
0,10.02,11.63,0.01,0.0,0
1,5.53,20.93,1.5,0.0,1
0,9.02,22.62,0.0,0.0,0
0,4.56,18.49,0.0,0.0,0
3,4.88,21.16,0.52,0.0,1
2,15.2,20.53,0.42,0.0,1
0,8.32,27.8,0.3,0.0,0
1,12.9,20.17,0.05,0.0,1
0,28.19,12.78,1.69,0.0,0
3,4.25,19.56,0.0,0.0,1
0,18.52,18.49,0.06,0.0,0
0,5.71,22.32,0.05,0.0,0
2,5.5,25.05,0.0,0.0,1
3,12.95,19.4,0.59,0.0,1
0,4.65,30.02,0.0,0.0,0
1,12.96,21.14,0.0,0.0,1
1,80.5,5.05,0.0,0.0,0
3,61.41,5.68,0.09,0.0,1
2,61.86,7.64,0.0,0.0,1
1,21.35,20.43,0.0,0.0,1
2,7.04,24.94,0.0,0.0,1
1,21.98,16.47,0.0,0.0,1
1,23.48,17.28,0.37,0.0,1
3,16.05,21.94,0.0,0.0,2
1,33.5,17.75,0.0,0.0,1
1,35.8,17.0,0.0,0.0,1
0,7.66,29.56,0.0,0.0,0
0,9.73,28.84,0.0,0.0,0
2,16.56,25.02,0.0,0.0,1
3,13.32,27.63,0.0,0.0,2
1,15.71,26.81,0.0,0.0,1
2,4.62,30.46,0.0,0.0,1
0,8.39,18.26,2.28,0.0,0
3,7.66,21.97,0.5,0.0,1
1,7.46,17.97,0.0,0.0,0
1,8.43,20.94,0.49,0.0,1
1,7.86,29.36,0.0,0.0,1
0,14.95,18.95,0.0,0.0,0
1,13.89,26.36,0.0,0.0,1
0,13.6,26.68,0.0,0.0,1
3,16.33,19.07,0.0,0.0,1
1,21.51,23.01,0.0,0.0,1
0,14.01,19.9,0.0,0.0,0
2,15.79,26.29,0.0,0.0,1
0,15.76,27.63,0.0,0.0,1
2,18.05,25.82,0.0,0.0,1
1,15.15,26.99,0.0,0.0,1
2,6.48,21.8,0.0,0.0,1
1,10.14,27.95,0.0,0.0,1
2,10.05,29.46,0.0,0.0,1
1,11.8,27.68,0.0,0.0,1
2,10.13,28.81,0.0,0.0,1
2,11.82,19.34,0.0,0.0,1
2,17.71,26.49,0.0,0.0,1
3,29.46,21.75,0.0,0.0,2
2,5.64,20.76,0.0,0.0,1
3,14.26,27.74,0.0,0.0,2
1,11.38,29.2,0.0,0.0,1
0,4.05,22.49,0.0,0.0,0
3,5.47,28.41,0.0,0.0,1
3,5.53,28.19,0.0,0.0,1
0,7.32,29.62,0.0,0.0,0
1,2.59,22.81,0.0,0.0,0
2,4.5,28.75,0.0,0.0,1
1,4.36,28.6,0.0,0.0,1
1,5.31,30.39,0.0,0.0,1
1,3.53,20.65,0.0,0.0,1
3,21.19,16.88,0.0,0.0,1
1,20.77,25.69,0.0,0.0,1
2,8.11,29.86,0.0,0.0,1
2,3.96,26.04,0.0,0.0,1
3,6.33,30.42,0.0,0.0,1
3,8.33,21.34,0.0,0.0,1
3,4.06,22.39,0.0,0.0,1
1,10.14,20.08,0.0,0.0,1
3,13.66,26.07,0.0,0.0,2
0,5.88,21.23,0.0,0.0,0
1,9.44,29.47,0.0,0.0,1
1,7.62,18.84,0.0,0.0,0
3,18.19,23.55,0.0,0.0,2
0,6.16,17.44,0.69,0.0,0
0,17.18,15.41,0.0,0.0,0
2,3.59,18.43,0.21,0.0,1
1,3.07,18.2,4.63,3.33,1
3,3.8,17.21,1.82,0.14,1
0,4.16,17.83,1.79,0.22,0
3,9.62,18.74,0.84,0.28,1
1,7.18,19.02,0.76,0.08,0
3,4.94,16.88,1.87,1.43,1
3,5.0,28.95,0.0,0.0,1
2,7.66,28.35,0.0,0.0,1
1,43.27,35.73,1.35,0.0,1
1,34.12,39.01,0.48,0.0,1
2,35.09,33.92,1.7,0.0,1
2,7.26,21.4,0.09,0.0,1
0,99.5,0.07,0.0,0.0,0
3,3.56,21.41,0.87,0.84,1
1,3.48,15.43,0.67,0.67,0
0,4.43,20.92,1.2,0.91,0
2,4.3,22.04,1.48,1.48,1
2,3.63,20.9,1.35,1.1,1
0,5.06,15.09,4.69,4.69,0
2,5.46,13.88,4.61,4.61,1
2,4.86,14.07,4.22,4.22,1
1,4.25,24.14,0.48,0.48,1
0,4.97,24.95,0.34,0.34,0
2,4.38,27.75,0.0,0.0,1
2,3.78,22.56,1.08,1.08,1
2,4.7,21.28,1.15,1.15,1
3,4.09,18.82,1.75,1.75,1
0,4.39,17.99,1.57,1.57,0
0,3.97,17.34,1.45,1.45,0
1,4.45,21.69,1.26,1.26,1
0,3.16,20.95,1.05,1.05,1
2,3.01,20.57,0.84,0.81,1
3,3.21,19.44,1.03,1.03,1
1,1.87,18.65,0.71,0.71,0
0,2.29,17.38,1.23,1.23,0
2,3.38,17.93,1.24,0.97,1
3,3.78,14.47,2.82,0.91,1
0,4.18,17.53,1.2,1.06,0
0,3.47,22.71,0.43,0.43,0
0,3.33,25.11,0.3,0.3,0
2,2.87,24.34,0.0,0.0,1
3,3.26,19.25,1.22,1.22,1
3,51.57,8.77,2.0,0.28,1
3,53.0,7.5,1.87,0.44,1
2,10.54,19.11,0.0,0.0,1
0,4.09,27.18,0.74,0.74,0
3,3.43,19.38,1.02,1.02,1
2,5.75,18.66,1.18,1.18,1
1,7.4,22.82,0.17,0.04,1
0,11.11,22.35,0.32,0.32,1
3,13.26,19.7,0.43,0.43,1
3,4.99,14.05,4.21,4.21,1
3,9.29,13.69,2.72,0.85,1
3,20.0,14.28,1.42,0.86,1
3,12.13,16.09,1.35,0.88,1
1,5.38,17.06,1.42,1.42,1
2,10.77,15.73,1.1,1.1,1
2,11.02,16.65,0.66,0.66,1
1,12.5,13.99,0.8,0.62,1
1,8.56,20.1,0.99,0.78,1
2,13.37,18.62,1.35,0.79,1
0,8.73,20.8,1.54,1.54,1
1,5.05,18.62,1.72,1.72,1
0,5.48,17.77,1.54,1.54,0
0,11.48,19.46,1.15,1.03,1
3,17.29,18.17,1.42,0.99,1
2,7.78,19.85,1.41,1.03,1
3,5.13,15.08,4.69,4.69,1
1,5.46,13.88,4.61,4.61,1
